,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total,year,age
10175,Susanna Kallur,SWE,female,1981-02-16,1.7,62.0,athletics,0,0,0,0,1981,35
10176,Susannah Townsend,GBR,female,1989-07-28,1.68,61.0,hockey,1,0,0,1,1989,27
10177,Susanne Grainger,CAN,female,1990-12-30,1.88,86.0,rowing,0,0,0,0,1990,26
10178,Sushila Pukhrambam,IND,female,1992-02-25,1.52,52.0,hockey,0,0,0,0,1992,24
10179,Suthasini Sawettabut,THA,female,1994-12-09,1.68,63.0,table tennis,0,0,0,0,1994,22
10180,Sutiya Jiewchaloemmit,THA,female,1986-05-03,1.69,61.0,shooting,0,0,0,0,1986,30
10181,Suvi Mikkonen,FIN,female,1988-07-11,1.64,57.0,taekwondo,0,0,0,0,1988,28
10182,Suyeon Back,KOR,female,1991-07-01,1.73,61.0,aquatics,0,0,0,0,1991,25
10183,Suzana Lazovic,MNE,female,1992-01-28,1.78,72.0,handball,0,0,0,0,1992,24
10184,Suzann Pettersen,NOR,female,1981-04-07,1.7366666666666666,66.66666666666667,golf,0,0,0,0,1981,35
10185,Suzanne Hearn,AUS,female,1956-02-13,1.6933333333333334,61.333333333333336,equestrian,0,0,0,0,1956,60
10186,Suzuka Hasegawa,JPN,female,2000-01-25,1.65,56.0,aquatics,0,0,0,0,2000,16
10187,Sven Bender,GER,male,1989-04-27,1.85,73.0,football,0,1,0,1,1989,27
10188,Sven Erik Bystrom,NOR,male,1992-01-21,1.87,80.5,cycling,0,0,0,0,1992,24
10189,Sven Knipphals,GER,male,1985-09-20,1.89,88.0,athletics,0,0,0,0,1985,31
10190,Sven Maresch,GER,male,1987-01-19,1.73,83.0,judo,0,0,0,0,1987,29
10191,Sven Martin Skagestad,NOR,male,1995-01-13,1.775,76.0,athletics,0,0,0,0,1995,21
10192,Sven Riederer,SUI,male,1981-03-27,1.82,69.0,triathlon,0,0,0,0,1981,35
10193,Svenja Huth,GER,female,1991-01-25,1.63,54.0,football,1,0,0,1,1991,25
10194,Svetlana Chimrova,RUS,female,1996-04-15,1.73,61.0,aquatics,0,0,0,0,1996,20
10195,Svetlana Germanovich,KAZ,female,1986-09-21,1.76,67.0,rowing,0,0,0,0,1986,30
10196,Svetlana Golendova,KAZ,female,1993-07-25,1.65,46.0,athletics,0,0,0,0,1993,23
10197,Svetlana Kolesnichenko,RUS,female,1993-09-20,1.71,54.0,aquatics,1,0,0,1,1993,23
10198,Svetlana Kuznetsova,RUS,female,1985-06-27,1.74,73.0,tennis,0,0,0,0,1985,31
10199,Svetlana Radzivil,UZB,female,1987-01-17,1.86,61.0,athletics,0,0,0,0,1987,29
10200,Svetlana Romashina,RUS,female,1989-09-21,1.73,55.0,aquatics,2,0,0,2,1989,27
10201,Sviatlana Kudzelich,BLR,female,1987-05-07,1.7,51.0,athletics,0,0,0,0,1987,29
10202,Svitlana Akhadova,UKR,female,1993-05-10,1.7,69.0,canoe,0,0,0,0,1993,23
10203,Svitlana Iaromka,UKR,female,1989-04-09,1.62,78.0,judo,0,0,0,0,1989,27
10204,Svitlana Stanko-Klymenko,UKR,female,1976-05-13,1.65,66.5,athletics,0,0,0,0,1976,40
10205,Swe Li Myint Myint,MYA,female,1993-06-24,1.68,55.0,athletics,0,0,0,0,1993,23
10206,Sydney McLaughlin,USA,female,1999-08-07,1.76,59.0,athletics,0,0,0,0,1999,17
10207,Sydney Pickrem,CAN,female,1997-05-21,1.68,57.0,aquatics,0,0,0,0,1997,19
10208,Sylvia Fowles,USA,female,1985-10-06,1.98,90.0,basketball,1,0,0,1,1985,31
10209,Sylwester Bednarek,POL,male,1989-04-28,1.94,78.0,athletics,0,0,0,0,1989,27
10210,Sylwia Bogacka,POL,female,1981-10-03,1.62,57.0,shooting,0,0,0,0,1981,35
10211,Szandra Szogedi,GHA,female,1988-10-19,1.58,63.0,judo,0,0,0,0,1988,28
10212,Szu-Yu Chen,TPE,female,1993-08-01,1.62,58.0,table tennis,0,0,0,0,1993,23
10213,Szymon Staskiewicz,POL,male,1987-01-03,1.86,80.0,modern pentathlon,0,0,0,0,1987,29
10214,Tabata de Carvalho,BRA,female,1996-04-23,1.71,61.0,athletics,0,0,0,0,1996,20
10215,Tabea Alt,GER,female,2000-03-18,1.58,50.0,gymnastics,0,0,0,0,2000,16
10216,Tabea Kemme,GER,female,1991-12-14,1.7,56.0,football,1,0,0,1,1991,25
10217,Taciana Lima,GBS,female,1983-12-17,1.64,48.0,judo,0,0,0,0,1983,33
10218,Tadas Suskevicius,LTU,male,1985-05-22,1.77,64.0,athletics,0,0,0,0,1985,31
10219,Tadesse Abraham,SUI,male,1982-08-12,1.78,61.0,athletics,0,0,0,0,1982,34
10220,Taehoon Lee,KOR,male,1986-05-18,1.8,74.0,sailing,0,0,0,0,1986,30
10221,Taehun Kim,KOR,male,1994-08-15,1.82,59.0,taekwondo,0,0,1,1,1994,22
10222,Taehwan Park,KOR,male,1989-09-27,1.83,73.0,aquatics,0,0,0,0,1989,27
10223,Tafese Seboka,ETH,male,1993-09-29,1.77,66.0,athletics,0,0,0,0,1993,23
10224,Tagir Khaibulaev,RUS,male,1984-07-24,1.82,100.0,judo,0,0,0,0,1984,32
10225,Taha Akgul,TUR,male,1990-11-22,1.92,125.0,wrestling,1,0,0,1,1990,26
10226,Tahesia Harrigan-Scott,IVB,female,1982-02-15,1.58,56.0,athletics,0,0,0,0,1982,34
10227,Tahir Guelec,GER,male,1993-02-25,1.91,82.0,taekwondo,0,0,0,0,1993,23
10228,Tahir Walsh,ANT,male,1994-02-24,1.82,91.0,athletics,0,0,0,0,1994,22
10229,Taimuraz Friev Naskidaeva,ESP,male,1986-09-15,1.76,84.0,wrestling,0,0,0,0,1986,30
10230,Taina Halasima,TGA,female,1997-12-11,1.63,65.0,athletics,0,0,0,0,1997,19
10231,Taina Paixao,BRA,female,1991-11-29,1.71,69.0,basketball,0,0,0,0,1991,25
10232,Tairat Bunsuk,THA,male,1993-01-11,1.61,69.0,weightlifting,0,0,0,0,1993,23
10233,Tais Balconi,BRA,female,1991-04-11,1.64,63.0,rugby sevens,0,0,0,0,1991,25
10234,Tais Rochel,BRA,female,1983-10-16,1.65,61.0,fencing,0,0,0,0,1983,33
10235,Taiwo Awoniyi,NGR,male,1997-08-12,1.82,71.0,football,0,0,0,0,1997,19
10236,Taizo Sugitani,JPN,male,1976-06-27,1.7,63.0,equestrian,0,0,0,0,1976,40
10237,Takaharu Furukawa,JPN,male,1984-08-09,1.74,89.0,archery,0,0,0,0,1984,32
10238,Takamasa Kitagawa,JPN,male,1996-09-05,1.77,69.0,athletics,0,0,0,0,1996,20
10239,Takanori Nagase,JPN,male,1993-10-14,1.81,81.0,judo,0,0,1,1,1993,23
10240,Takashi Eto,JPN,male,1991-02-05,1.83,67.0,athletics,0,0,0,0,1991,25
10241,Takayuki Tanii,JPN,male,1983-02-14,1.67,57.0,athletics,0,0,0,0,1983,33
10242,Takeshi Matsuda,JPN,male,1984-06-23,1.84,84.0,aquatics,0,0,1,1,1984,32
10243,Takuma Asano,JPN,male,1994-11-10,1.71,70.0,football,0,0,0,0,1994,22
10244,Takumi Minamino,JPN,male,1995-01-16,1.74,67.0,football,0,0,0,0,1995,21
10245,Takuro Fujii,JPN,male,1985-04-21,1.84,82.0,aquatics,0,0,0,0,1985,31
10246,Takuya Haneda,JPN,male,1987-07-17,1.75,70.0,canoe,0,0,1,1,1987,29
10247,Takuya Iwanami,JPN,male,1994-06-18,1.86,72.0,football,0,0,0,0,1994,22
10248,Talent Mandaza,ZIM,female,1985-12-11,1.58,60.0,football,0,0,0,0,1985,31
10249,Tales Cerdeira,BRA,male,1987-01-21,1.665,67.0,aquatics,0,0,0,0,1987,29
10250,Talgat Ilyasov,AUS,male,1981-02-25,1.75,74.0,wrestling,0,0,0,0,1981,35
10251,Taliqua Clancy,AUS,female,1992-06-25,1.84,68.0,volleyball,0,0,0,0,1992,24
10252,Talisa Lanoe,KEN,female,1994-07-25,1.67,50.0,aquatics,0,0,0,0,1994,22
10253,Talita Baqlah,JOR,female,1995-10-27,1.72,62.0,aquatics,0,0,0,0,1995,21
10254,Talita Marie Te Flan,CIV,female,1995-06-02,1.76,63.0,aquatics,0,0,0,0,1995,21
10255,Talita Rocha,BRA,female,1982-08-29,1.81,64.0,volleyball,0,0,0,0,1982,34
10256,Talles Frederico Silva,BRA,male,1991-08-20,1.9,78.0,athletics,0,0,0,0,1991,25
10257,Tamara Csipes,HUN,female,1989-08-24,1.76,78.0,canoe,1,0,0,1,1989,27
10258,Tamara Echegoyen Dominguez,ESP,female,1984-02-17,1.74,70.0,sailing,0,0,0,0,1984,32
10259,Tamara Horacek,FRA,female,1995-11-05,1.79,80.0,handball,0,1,0,1,1995,21
10260,Tamara Radocaj,SRB,female,1987-12-23,1.7,60.0,basketball,0,0,1,1,1987,29
10261,Tamara Salaski,SRB,female,1988-10-16,1.65,54.0,athletics,0,0,0,0,1988,28
10262,Tamara Tatham,CAN,female,1985-08-19,1.85,79.0,basketball,0,0,0,0,1985,31
10263,Tamara Vega,MEX,female,1993-03-15,1.59,59.0,modern pentathlon,0,0,0,0,1993,23
10264,Tamas Decsi,HUN,male,1982-10-15,1.78,82.0,fencing,0,0,0,0,1982,34
10265,Tamas Kenderesi,HUN,male,1996-12-13,1.86,75.0,aquatics,0,0,1,1,1996,20
10266,Tamas Lorincz,HUN,male,1986-12-20,1.72,75.0,wrestling,0,0,0,0,1986,30
10267,Tamas Somoracz,HUN,male,1992-04-11,1.95,92.0,canoe,0,0,0,0,1992,24
10268,Tamas Toth,HUN,male,1989-05-29,1.75,65.0,triathlon,0,0,0,0,1989,27
10269,Tameka Butt,AUS,female,1991-06-16,1.58,55.0,football,0,0,0,0,1991,25
10270,Tameka Williams,SKN,female,1989-08-31,1.715,66.0,athletics,0,0,0,0,1989,27
10271,Tamika Catchings,USA,female,1979-07-21,1.85,77.0,basketball,1,0,0,1,1979,37
10272,Tamila Holub,POR,female,1999-05-15,1.75,62.0,aquatics,0,0,0,0,1999,17
10273,Tamirat Tola,ETH,male,1991-08-11,1.81,59.0,athletics,0,0,1,1,1991,25
10274,Tamires,BRA,female,1987-10-10,1.61,54.0,football,0,0,0,0,1987,29
10275,Tamires Lima de Araujo,BRA,female,1994-05-16,1.8,77.0,handball,0,0,0,0,1994,22
10276,Tammy Takagi,BRA,female,1991-03-11,1.61,59.0,aquatics,0,0,0,0,1991,25
10277,Tamsin Cook,AUS,female,1998-12-25,1.7,61.0,aquatics,0,1,0,1,1998,18
10278,Tan Tai Hoang,VIE,male,1990-03-30,1.65,84.0,weightlifting,0,0,0,0,1990,26
10279,Tanel Kangert,EST,male,1987-03-11,1.78,66.0,cycling,0,0,0,0,1987,29
10280,Tanel Laanmae,EST,male,1989-09-29,1.83,95.0,athletics,0,0,0,0,1989,27
10281,Tanguy Cosyns,BEL,male,1991-06-29,1.74,70.0,hockey,0,1,0,1,1991,25
10282,Tania Arrayales,MEX,female,1996-08-01,1.58,53.0,fencing,0,0,0,0,1996,20
10283,Tania Cagnotto,ITA,female,1985-05-15,1.6,53.0,aquatics,0,1,1,2,1985,31
10284,Tania Calvo Barbero,ESP,female,1992-06-26,1.66,64.0,cycling,0,0,0,0,1992,24
10285,Tania di Mario,ITA,female,1979-05-04,1.68,62.0,aquatics,0,1,0,1,1979,37
10286,Tanja Frank,AUT,female,1993-01-24,1.67,57.0,sailing,0,0,1,1,1993,23
10287,Tanja Kylliainen,FIN,female,1993-01-30,1.55,57.0,aquatics,0,0,0,0,1993,23
10288,Tanja Perec,CRO,female,1992-06-08,1.66,85.0,shooting,0,0,0,0,1992,24
10289,Tanja Zakelj,SLO,female,1988-09-15,1.59,56.0,cycling,0,0,0,0,1988,28
10290,Tanumafili Malietoa Jungblut,ASA,male,1990-06-10,1.88,93.0,weightlifting,0,0,0,0,1990,26
10291,Tanya Acosta,ARG,female,1991-03-11,1.82,70.0,volleyball,0,0,0,0,1991,25
10292,Tanya Holliday,AUS,female,1988-09-21,1.67,52.0,athletics,0,0,0,0,1988,28
10293,Tanya Seymour,RSA,female,1983-11-05,1.65,57.0,equestrian,0,0,0,0,1983,33
10294,Tanyaporn Prucksakorn,THA,female,1990-01-08,1.68,70.0,shooting,0,0,0,0,1990,26
10295,Tao Tian,CHN,male,1994-04-08,1.72,85.0,weightlifting,0,1,0,1,1994,22
10296,Taoufik Makhloufi,ALG,male,1988-04-29,1.7,67.0,athletics,0,2,0,2,1988,28
10297,Tapio Nirkko,FIN,male,1984-08-24,1.94,96.0,sailing,0,0,0,0,1984,32
10298,Tara Pacheco van Rijnsoever,ESP,female,1988-10-03,1.67,63.0,sailing,0,0,0,0,1988,28
10299,Tara Whitten,CAN,female,1980-07-13,1.66,67.0,cycling,0,0,0,0,1980,36
10300,Taras Mishchuk,UKR,male,1995-07-22,1.87,85.0,canoe,0,0,1,1,1995,21
10301,Tarasue Barnett,JAM,female,1993-09-10,1.78,81.0,athletics,0,0,0,0,1993,23
10302,Tarek Ayad,EGY,male,1987-05-29,1.8,75.0,fencing,0,0,0,0,1987,29
10303,Tarek Aziz Benaissa,ALG,male,1991-04-07,1.7,66.0,wrestling,0,0,0,0,1991,25
10304,Tarik Langat Akdag,TUR,male,1988-06-16,1.76,60.0,athletics,0,0,0,0,1988,28
10305,Tariq Ahmed Al-Amri,KSA,male,1990-12-23,1.65,49.0,athletics,0,0,0,0,1990,26
10306,Taro Daniel,JPN,male,1993-01-27,1.91,76.0,tennis,0,0,0,0,1993,23
10307,Taru Kuoppa,FIN,female,1983-11-14,1.73,63.0,archery,0,0,0,0,1983,33
10308,Taryn Suttie,CAN,female,1990-12-07,1.83,103.0,athletics,0,0,0,0,1990,26
10309,Tasa Jiya,NED,female,1997-09-16,1.84,68.0,athletics,0,0,0,0,1997,19
10310,Tasama Moogas,ISR,male,1988-02-02,1.64,53.0,athletics,0,0,0,0,1988,28
10311,Tashreeq Morris,RSA,male,1994-05-13,1.89,74.0,football,0,0,0,0,1994,22
10312,Tatenda Tsumba,ZIM,male,1991-11-12,1.83,79.0,athletics,0,0,0,0,1991,25
10313,Tatiana Ariza,COL,female,1991-02-21,1.61,52.0,football,0,0,0,0,1991,25
10314,Tatiana Barsuk,RUS,female,1985-02-22,1.7,66.0,shooting,0,0,0,0,1985,31
10315,Tatiana Chisca,MDA,female,1995-07-19,1.75,60.0,aquatics,0,0,0,0,1995,21
10316,Tatiana Drozdovskaya,BLR,female,1978-12-06,1.75,69.0,sailing,0,0,0,0,1978,38
10317,Tatiana Erokhina,RUS,female,1984-09-07,1.85,73.0,handball,1,0,0,1,1984,32
10318,Tatiana Guderzo,ITA,female,1984-08-22,1.6,55.0,cycling,0,0,0,0,1984,32
10319,Tatiana Kosheleva,RUS,female,1988-12-23,1.91,67.0,volleyball,0,0,0,0,1988,28
10320,Tatiana Logunova,RUS,female,1980-07-03,1.74,62.0,fencing,0,0,1,1,1980,36
10321,Tatiana Soledad Rizzo,ARG,female,1986-12-30,1.78,64.0,volleyball,0,0,0,0,1986,30
10322,Tatiane Pacheco,BRA,female,1990-10-16,1.81,69.0,basketball,0,0,0,0,1990,26
10323,Tatiele Roberta de Carvalho,BRA,female,1989-11-22,1.56,50.0,athletics,0,0,0,0,1989,27
10324,Tatjana Djekanovic,BIH,female,1997-02-25,1.68,54.0,shooting,0,0,0,0,1997,19
10325,Tatjana Pinto,GER,female,1992-07-02,1.7,56.0,athletics,0,0,0,0,1992,24
10326,Tatsiana Khaladovich,BLR,female,1991-06-21,1.81,83.0,athletics,0,0,0,0,1991,25
10327,Tatsiana Korzh,BLR,female,1993-03-17,1.75,75.0,athletics,0,0,0,0,1993,23
10328,Tatsiana Kukhta,BLR,female,1990-06-13,1.85,77.0,rowing,0,0,0,0,1990,26
10329,Tatsiana Likhtarovich,BLR,female,1988-03-29,1.8,67.0,basketball,0,0,0,0,1988,28
10330,Tatsiana Piatrenia,BLR,female,1981-10-18,1.65,52.0,gymnastics,0,0,0,0,1981,35
10331,Tatsiana Sharakova,BLR,female,1984-07-31,1.6,52.0,cycling,0,0,0,0,1984,32
10332,Tatyana Troina,BLR,female,1981-06-30,1.88,78.0,basketball,0,0,0,0,1981,35
10333,Tavis Bailey,USA,male,1992-01-06,1.91,124.0,athletics,0,0,0,0,1992,24
10334,Tawin Hanprab,THA,male,1998-08-01,1.81,58.0,taekwondo,0,1,0,1,1998,18
10335,Taybe Mustafa Yusein,BUL,female,1991-05-04,1.63,63.0,wrestling,0,0,0,0,1991,25
10336,Taylor Curran,CAN,male,1992-05-19,1.83,80.0,hockey,0,0,0,0,1992,24
10337,Taylor Ellis-Watson,USA,female,1993-05-06,1.83,70.0,athletics,1,0,0,1,1993,23
10338,Taylor Madison Ruck,CAN,female,2000-05-28,1.83,60.0,aquatics,0,0,2,2,2000,16
10339,Taylor McKeown,AUS,female,1995-03-17,1.78,65.0,aquatics,0,1,0,1,1995,21
10340,Taylor Milne,CAN,male,1981-09-14,1.65,60.0,athletics,0,0,0,0,1981,35
10341,Taylor Phinney,USA,male,1990-06-27,1.96,81.0,cycling,0,0,0,0,1990,26
10342,Taylor Sander,USA,male,1992-03-17,1.96,80.0,volleyball,0,0,1,1,1992,24
10343,Taylor Worth,AUS,male,1991-01-08,1.74,60.0,archery,0,0,1,1,1991,25
10344,Teau McKenzie,COK,female,1995-03-12,1.83,67.0,sailing,0,0,0,0,1995,21
10345,Tebogo Moerane,RSA,male,1995-04-07,1.67,64.0,football,0,0,0,0,1995,21
10346,Teddy Atine - Venel,FRA,male,1985-03-16,1.84,77.0,athletics,0,0,0,0,1985,31
10347,Teddy Riner,FRA,male,1989-04-07,2.03,139.0,judo,1,0,0,1,1989,27
10348,Tega Odele,NGR,male,1995-12-06,1.88,80.0,athletics,0,0,0,0,1995,21
10349,Teja Belak,SLO,female,1994-04-22,1.57,48.0,gymnastics,0,0,0,0,1994,22
10350,Teliana Pereira,BRA,female,1988-07-20,1.67,62.0,tennis,0,0,0,0,1988,28
10351,Telma Monteiro,POR,female,1985-12-27,1.61,57.0,judo,0,0,1,1,1985,31
10352,Telma Santos,POR,female,1983-08-01,1.63,55.0,badminton,0,0,0,0,1983,33
10353,Temuujin Purevjav,MGL,male,1994-06-02,1.73,63.0,taekwondo,0,0,0,0,1994,22
10354,Temuulen Battulga,MGL,male,1988-10-07,1.83,124.0,judo,0,0,0,0,1988,28
10355,Teodorico Caporaso,ITA,male,1987-09-14,1.7,55.0,athletics,0,0,0,0,1987,29
10356,Teofilo Gutierrez,COL,male,1985-05-17,1.8,82.0,football,0,0,0,0,1985,31
10357,Teofimo Andres Lopez Rivera,HON,male,1997-07-30,1.76,67.0,boxing,0,0,0,0,1997,19
10358,Teona Bostashvili,GEO,female,1998-01-19,1.64,52.0,aquatics,0,0,0,0,1998,18
10359,Teray Smith,BAH,male,1994-09-28,1.88,63.5,athletics,0,0,0,0,1994,22
10360,Teresa Frassinetti,ITA,female,1985-12-24,1.78,75.0,aquatics,0,1,0,1,1985,31
10361,Teresa Lu,TPE,female,1987-10-13,1.64,57.0,golf,0,0,0,0,1987,29
10362,Teresa Patricia Almeida,ANG,female,1988-04-05,1.7,98.0,handball,0,0,0,0,1988,28
10363,Teresa Portela,POR,female,1987-10-30,1.62,63.0,canoe,0,0,0,0,1987,29
10364,Teresa Portela Rivas,ESP,female,1982-05-05,1.72,69.0,canoe,0,0,0,0,1982,34
10365,Tereza Master,MAW,female,1988-09-21,1.49,45.0,athletics,0,0,0,0,1988,28
10366,Terina Te Tamaki,NZL,female,1997-05-01,1.65,67.0,rugby sevens,0,1,0,1,1997,19
10367,Tero Pitkamaki,FIN,male,1982-12-19,1.95,94.0,athletics,0,0,0,0,1982,34
10368,Tero Seppo Vaelimaeki,FIN,male,1982-03-21,1.7,73.0,wrestling,0,0,0,0,1982,34
10369,Terry Bouhraoua,FRA,male,1987-08-29,1.69,65.0,rugby sevens,0,0,0,0,1987,29
10370,Teruya Goto,JPN,male,1991-12-18,1.77,82.0,rugby sevens,0,0,0,0,1991,25
10371,Teruyoshi Akiyama,JPN,male,1971-12-25,1.68,65.0,shooting,0,0,0,0,1971,45
10372,Tervel Ivaylov Dlagnev,USA,male,1985-11-19,1.88,122.0,wrestling,0,0,0,0,1985,31
10373,Tesfaye Abera,ETH,male,1992-03-31,1.92,68.0,athletics,0,0,0,0,1992,24
10374,Tess Oliveira,BRA,female,1987-01-06,1.65,58.0,aquatics,0,0,0,0,1987,29
10375,Tess Wester,NED,female,1993-05-19,1.78,70.0,handball,0,0,0,0,1993,23
10376,Tessa Gobbo,USA,female,1990-12-08,1.86,81.0,rowing,1,0,0,1,1990,26
10377,Tessa Lavey,AUS,female,1993-03-29,1.72,68.0,basketball,0,0,0,0,1993,23
10378,Tessa van Schagen,NED,female,1994-02-02,1.68,62.0,athletics,0,0,0,0,1994,22
10379,Tessie Savelkouls,NED,female,1992-03-11,1.82,95.0,judo,0,0,0,0,1992,24
10380,Tetiana Melnyk,UKR,female,1995-04-02,1.85,63.0,athletics,0,0,0,0,1995,21
10381,Tetyana Bilenko,UKR,female,1983-11-23,1.78,67.0,table tennis,0,0,0,0,1983,33
10382,Tetyana Kob,UKR,female,1987-10-25,1.61,71.5,boxing,0,0,0,0,1987,29
10383,Tewelde Estifanos,ERI,male,1981-11-02,1.7850000000000001,76.0,athletics,0,0,0,0,1981,35
10384,Teymur Mammadov,AZE,male,1993-01-11,1.96,80.5,boxing,0,0,0,0,1993,23
10385,Teymuraz Gabashvili,RUS,male,1985-05-23,1.87,85.0,tennis,0,0,0,0,1985,31
10386,Thabiso Kutumela,RSA,male,1993-07-01,1.75,68.0,football,0,0,0,0,1993,23
10387,Thadius Katua,PNG,male,1997-11-04,1.67,64.0,boxing,0,0,0,0,1997,19
10388,Thais Guedes,BRA,female,1993-01-20,1.64,60.0,football,0,0,0,0,1993,23
10389,Thaisa,BRA,female,1988-12-17,1.66,59.0,football,0,0,0,0,1988,28
10390,Thaisa Menezes,BRA,female,1987-05-15,1.96,75.0,volleyball,0,0,0,0,1987,29
10391,Thanackal Gopi,IND,male,1988-05-24,1.66,56.0,athletics,0,0,0,0,1988,28
10392,Thanasi Kokkinakis,AUS,male,1996-04-10,1.96,82.0,tennis,0,0,0,0,1996,20
10393,Thanh An Vu,VIE,male,1992-08-07,1.85,80.0,fencing,0,0,0,0,1992,24
10394,Thanh Ngung Nguyen,VIE,male,1992-04-08,1.65,55.0,athletics,0,0,0,0,1992,24
10395,Thapelo Morena,RSA,male,1993-08-06,1.7,62.0,football,0,0,0,0,1993,23
10396,Thea Lafond,DMA,female,1994-04-05,1.73,65.0,athletics,0,0,0,0,1994,22
10397,Thembi Kgatlana,RSA,female,1996-05-02,1.56,50.0,football,0,0,0,0,1996,20
10398,Theo Bos,NED,male,1983-08-22,1.9,85.0,cycling,0,0,0,0,1983,33
10399,Theo Bussiere,FRA,male,1995-01-18,1.9,90.0,aquatics,0,0,0,0,1995,21
10400,Theo Piniau,PNG,male,1993-06-08,1.72,59.0,athletics,0,0,0,0,1993,23
10401,Theo Reinhardt,GER,male,1990-09-17,1.77,68.0,cycling,0,0,0,0,1990,26
10402,Theo van de Vendel,NED,male,1980-10-24,1.76,73.0,equestrian,0,0,0,0,1980,36
10403,Theodora Drakou,GRE,female,1992-02-06,1.69,67.0,aquatics,0,0,0,0,1992,24
10404,Theodoros Iakovidis,GRE,male,1991-02-12,1.81,85.0,weightlifting,0,0,0,0,1991,25
10405,Theophile Onfroy,FRA,male,1992-12-29,1.89,82.0,rowing,0,0,0,0,1992,24
10406,Theorine Christelle Aboa Mbeza,CMR,female,1992-08-25,1.82,78.0,volleyball,0,0,0,0,1992,24
10407,Theresa Fitzpatrick,NZL,female,1995-02-25,1.68,75.0,rugby sevens,0,1,0,1,1995,21
10408,Therese Alshammar,SWE,female,1977-08-26,1.8,64.0,aquatics,0,0,0,0,1977,39
10409,Thery Schir,SUI,male,1993-02-18,1.86,77.0,cycling,0,0,0,0,1993,23
10410,Thi Anh Do,VIE,female,1996-02-09,1.65,58.0,fencing,0,0,0,0,1996,20
10411,Thi Ha Thanh Phan,VIE,female,1991-10-16,1.63,48.0,gymnastics,0,0,0,0,1991,25
10412,Thi Hang Vu,VIE,female,1992-05-25,1.58,47.0,wrestling,0,0,0,0,1992,24
10413,Thi Huyen Nguyen,VIE,female,1993-05-19,1.58,45.0,athletics,0,0,0,0,1993,23
10414,Thi Huyen Vuong,VIE,female,1992-06-22,1.55,48.0,weightlifting,0,0,0,0,1992,24
10415,Thi Le Dung Nguyen,VIE,female,1985-09-09,1.68,55.0,fencing,0,0,0,0,1985,31
10416,Thi Lua Nguyen,VIE,female,1991-07-24,1.65,53.0,wrestling,0,0,0,0,1991,25
10417,Thi Nhu Hoa Nguyen,VIE,female,1984-02-21,1.7,60.0,fencing,0,0,0,0,1984,32
10418,Thi Trang (b) Vu,VIE,female,1992-05-19,1.63,58.0,badminton,0,0,0,0,1992,24
10419,Thiago Andre,BRA,male,1995-08-04,1.63,52.0,athletics,0,0,0,0,1995,21
10420,Thiago Bomfim,BRA,male,1990-09-21,1.93,84.0,hockey,0,0,0,0,1990,26
10421,Thiago Braz da Silva,BRA,male,1993-12-16,1.83,75.0,athletics,1,0,0,1,1993,23
10422,Thiago Maia,BRA,male,1997-03-23,1.78,69.0,football,1,0,0,1,1997,19
10423,Thiago Pereira,BRA,male,1986-01-26,1.87,83.0,aquatics,0,0,0,0,1986,30
10424,Thiago Simon,BRA,male,1990-04-03,1.84,93.0,aquatics,0,0,0,0,1990,26
10425,Thiagus dos Santos,BRA,male,1989-01-25,1.98,104.0,handball,0,0,0,0,1989,27
10426,Thibault Colard,FRA,male,1992-01-13,1.87,70.0,rowing,0,0,1,1,1992,24
10427,Thibault Rossard,FRA,male,1993-08-28,1.93,85.0,volleyball,0,0,0,0,1993,23
10428,Thibaut Amani Danho,CIV,male,1994-01-15,1.85,82.0,aquatics,0,0,0,0,1994,22
10429,Thibaut Simon,FRA,male,1983-12-18,1.92,98.0,aquatics,0,0,0,0,1983,33
10430,Thibaut Vallette,FRA,male,1974-01-18,1.71,60.0,equestrian,1,0,0,1,1974,42
10431,Thierry Omeyer,FRA,male,1976-11-02,1.92,93.0,handball,0,1,0,1,1976,40
10432,Thijs Visser,ARU,male,1989-10-19,1.84,88.0,sailing,0,0,0,0,1989,27
10433,Thint Myaat,MYA,male,2002-04-14,1.6,52.0,aquatics,0,0,0,0,2002,14
10434,Thomas Baroukh,FRA,male,1987-12-15,1.83,70.0,rowing,0,0,1,1,1987,29
10435,Thomas Barr,IRL,male,1992-07-24,1.83,70.0,athletics,0,0,0,0,1992,24
10436,Thomas Barrows,USA,male,1987-11-02,1.86,82.0,sailing,0,0,0,0,1987,29
10437,Thomas Boudat,FRA,male,1994-02-24,1.75,69.0,cycling,0,0,0,0,1994,22
10438,Thomas Briceno,CHI,male,1993-09-16,1.86,90.0,judo,0,0,0,0,1993,23
10439,Thomas Briels,BEL,male,1987-08-23,1.72,71.0,hockey,0,1,0,1,1987,29
10440,Thomas Daley,GBR,male,1994-05-21,1.77,70.0,aquatics,0,0,1,1,1994,22
10441,Thomas Dunstan,USA,male,1997-09-29,1.94,96.0,aquatics,0,0,0,0,1997,19
10442,Thomas Fabbiano,ITA,male,1989-05-26,1.73,70.0,tennis,0,0,0,0,1989,27
10443,Thomas Fraser-Holmes,AUS,male,1991-10-09,1.94,85.0,aquatics,0,0,0,0,1991,25
10444,Thomas Hagelskjar,DEN,male,1995-02-04,1.87,81.0,football,0,0,0,0,1995,21
10445,Thomas Heurtel,FRA,male,1989-04-10,1.88,83.0,basketball,0,0,0,0,1989,27
